Original comparison	Species	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	A1	A2	A3	B1	B2	B3
50Vs5	yeast	P26784	>sp|P26784|RL16A_YEAST 60S ribosomal protein L16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL16A PE=1 SV=3	8	5	5	36.2	25.1	25.1	22.201	4.53E+07	3.58E+07	4.08E+07	4.33E+07	4.78E+07	4.62E+07
50Vs5	yeast	P32614	>sp|P32614|FRDS_YEAST Fumarate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YEL047C PE=1 SV=1	9	9	9	21.7	21.7	21.7	50.843	2.67E+07	2.47E+07	2.60E+07	2.59E+07	2.94E+07	3.23E+07
50Vs5	yeast	P33322	>sp|P33322|CBF5_YEAST H/ACA ribonucleoprotein complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CBF5 PE=1 SV=1	3	3	3	9.5	9.5	9.5	54.704	1.52E+07	1.77E+07	1.75E+07	1.95E+07	1.74E+07	2.00E+07
50Vs0.5	yeast	P32589	>sp|P32589|HSP7F_YEAST Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSE1 PE=1 SV=4	27	27	22	49.2	49.2	40.4	77.365	3.61E+08	3.63E+08	3.60E+08	3.77E+08	3.88E+08	3.65E+08
50Vs0.5	yeast	P38264	>sp|P38264|PHO88_YEAST Inorganic phosphate transport protein PHO88 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO88 PE=1 SV=1	3	3	3	22.3	22.3	22.3	21.137	1.11E+07	1.18E+07	1.13E+07	1.16E+07	1.10E+07	1.09E+07
50Vs0.5	yeast	P35997;P38711	>sp|P35997|RS27_YEAST 40S ribosomal protein S27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS27A PE=1 SV=1;>sp|P38711|RS27B_YEAST 40S ribosomal protein S27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS27B PE=1 SV=1	4	4	4	46.3	46.3	46.3	8.8793	2.33E+08	2.24E+08	2.19E+08	2.26E+08	2.37E+08	2.41E+08
50Vs0.5	yeast	P0CX47;P0CX48	>sp|P0CX47|RS11A_YEAST 40S ribosomal protein S11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS11A PE=1 SV=1;>sp|P0CX48|RS11B_YEAST 40S ribosomal protein S11-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS11B PE=1 SV=1	8	8	8	50	50	50	17.749	1.37E+08	1.50E+08	1.44E+08	1.42E+08	1.39E+08	1.39E+08
25Vs12.5	yeast	P33416	>sp|P33416|HSP78_YEAST Heat shock protein 78, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP78 PE=1 SV=2	10	10	10	16	16	16	91.335	7.35E+07	7.22E+07	7.77E+07	7.18E+07	7.54E+07	7.86E+07
50Vs5	yeast	A7A1W1;B3RHV0;B5VNY0;C7GSL4;P33442	>sp|A7A1W1|RS3A1_YEAS7 40S ribosomal protein S1-A OS=Saccharomyces cerevisiae (strain YJM789) GN=RPS1A PE=3 SV=1;>sp|B3RHV0|RS3A1_YEAS1 40S ribosomal protein S1-A OS=Saccharomyces cerevisiae (strain RM11-1a) GN=RPS1A PE=3 SV=1;>sp|B5VNY0|RS3A1_YEAS6 40S ri	11	11	2	46.3	46.3	9.8	28.743	2.64E+07	2.75E+07	2.52E+07	2.89E+07	2.93E+07	3.12E+07
50Vs0.5	yeast	P22217	>sp|P22217|TRX1_YEAST Thioredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX1 PE=1 SV=3	6	5	5	58.3	48.5	48.5	11.235	1.15E+08	1.03E+08	1.11E+08	1.10E+08	1.15E+08	1.18E+08
50Vs0.5	yeast	P09938	>sp|P09938|RIR2_YEAST Ribonucleoside-diphosphate reductase small chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNR2 PE=1 SV=2	14	14	14	42.4	42.4	42.4	46.147	1.76E+08	1.95E+08	1.78E+08	1.75E+08	1.77E+08	1.85E+08
50Vs5	yeast	Q08412	>sp|Q08412|CUE5_YEAST Ubiquitin-binding protein CUE5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CUE5 PE=1 SV=1	1	1	1	3.2	3.2	3.2	46.869	2.86E+06	4.39E+06	4.52E+06	3.73E+06	4.44E+06	4.94E+06
25Vs12.5	yeast	P07275	>sp|P07275|PUT2_YEAST Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUT2 PE=1 SV=2	2	2	2	5.4	5.4	5.4	64.434	8.66E+06	9.60E+06	9.10E+06	9.06E+06	9.00E+06	9.57E+06
50Vs5	yeast	P26309	>sp|P26309|CDC20_YEAST APC/C activator protein CDC20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC20 PE=1 SV=2	1	1	1	2.3	2.3	2.3	67.359	1.58E+07	1.55E+07	1.73E+07	1.76E+07	1.72E+07	1.78E+07
50Vs5	yeast	P32327;P11154	>sp|P32327|PYC2_YEAST Pyruvate carboxylase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PYC2 PE=1 SV=2;>sp|P11154|PYC1_YEAST Pyruvate carboxylase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PYC1 PE=1 SV=2	14	14	14	12.5	12.5	12.5	130.17	5.60E+07	5.88E+07	5.73E+07	6.18E+07	6.81E+07	6.45E+07
50Vs0.5	yeast	Q3E841	>sp|Q3E841|YN034_YEAST Uncharacterized protein YNR034W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNR034W-A PE=1 SV=1	4	4	4	52	52	52	10.781	1.07E+08	1.08E+08	1.04E+08	1.03E+08	1.11E+08	9.97E+07
50Vs5	yeast	P43545;P53824;Q03148	>sp|P43545|SNZ3_YEAST Probable pyridoxine biosynthesis protein SNZ3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNZ3 PE=2 SV=1;>sp|P53824|SNZ2_YEAST Probable pyridoxine biosynthesis protein SNZ2 OS=Saccharomyces cerevisiae (strain ATCC 2045	1	1	1	5	5	5	32.019	1.68E+06	1.90E+06	2.25E+06		1.77E+06	1.39E+06
25Vs12.5	yeast	P00950	>sp|P00950|PMG1_YEAST Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPM1 PE=1 SV=3	14	14	14	69.6	69.6	69.6	27.608	3.19E+09	3.10E+09	3.06E+09	3.10E+09	3.27E+09	3.23E+09
50Vs0.5	yeast	Q12230	>sp|Q12230|LSP1_YEAST Sphingolipid long chain base-responsive protein LSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSP1 PE=1 SV=1	10	10	9	36.1	36.1	31.1	38.071	9.91E+07	9.08E+07	8.80E+07	9.81E+07	9.76E+07	9.33E+07
50Vs5	yeast	P05739	>sp|P05739|RL6B_YEAST 60S ribosomal protein L6-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL6B PE=1 SV=4	8	2	2	46	14.2	14.2	19.986	2.98E+07	2.72E+07	2.02E+07	2.08E+07	3.17E+07	3.13E+07
50Vs5	yeast	Q12460	>sp|Q12460|NOP56_YEAST Nucleolar protein 56 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP56 PE=1 SV=1	4	4	4	9.9	9.9	9.9	56.863	1.77E+07	1.83E+07	1.75E+07	2.06E+07	2.01E+07	1.97E+07
50Vs0.5	yeast	P39676	>sp|P39676|FHP_YEAST Flavohemoprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHB1 PE=1 SV=2	17	17	17	72.4	72.4	72.4	44.646	5.73E+08	5.82E+08	5.84E+08	5.80E+08	5.94E+08	6.38E+08
50Vs0.5	yeast	P61830	>sp|P61830|H3_YEAST Histone H3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HHT1 PE=1 SV=2	2	2	2	28.7	28.7	28.7	15.356	1.00E+08	1.05E+08	1.05E+08	9.60E+07	1.04E+08	1.04E+08
50Vs0.5	yeast	P20459	>sp|P20459|IF2A_YEAST Eukaryotic translation initiation factor 2 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI2 PE=1 SV=1	5	5	5	19.1	19.1	19.1	34.717	4.95E+07	5.05E+07	4.83E+07	3.69E+07	5.42E+07	5.68E+07
25Vs12.5	yeast	P32496	>sp|P32496|RPN12_YEAST 26S proteasome regulatory subunit RPN12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN12 PE=1 SV=3	2	2	2	13.9	13.9	13.9	31.919	1.42E+07	1.05E+07	1.10E+07	1.21E+07	1.22E+07	1.15E+07
25Vs12.5	yeast	P41807	>sp|P41807|VATH_YEAST V-type proton ATPase subunit H OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA13 PE=1 SV=1	5	5	5	12.1	12.1	12.1	54.415	2.05E+07	2.26E+07	2.16E+07	2.09E+07	2.12E+07	2.33E+07
50Vs0.5	yeast	P17505	>sp|P17505|MDHM_YEAST Malate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDH1 PE=1 SV=2	17	17	17	69.2	69.2	69.2	35.65	5.14E+08	4.97E+08	5.12E+08	5.18E+08	5.34E+08	5.33E+08
50Vs0.5	yeast	P00427	>sp|P00427|COX6_YEAST Cytochrome c oxidase subunit 6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX6 PE=1 SV=1	3	3	3	26.4	26.4	26.4	17.341	1.29E+07	1.48E+07	1.64E+07	1.49E+07	1.58E+07	1.51E+07
50Vs0.5	yeast	Q12443	>sp|Q12443|RTN2_YEAST Reticulon-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTN2 PE=1 SV=1	2	2	2	7.1	7.1	7.1	44.358	2.27E+07	2.13E+07	2.00E+07	2.28E+07	2.12E+07	2.25E+07
50Vs0.5	yeast	P07806	>sp|P07806|SYV_YEAST Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAS1 PE=1 SV=2	27	27	27	30.9	30.9	30.9	125.77	2.49E+08	2.37E+08	2.36E+08	2.30E+08	2.45E+08	2.32E+08
50Vs5	yeast	P37292	>sp|P37292|GLYM_YEAST Serine hydroxymethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHM1 PE=1 SV=2	9	8	8	20.4	19	19	53.686	6.17E+07	6.13E+07	6.32E+07	6.73E+07	7.13E+07	7.17E+07
50Vs5	yeast	A6ZXM9;B3LGZ3;Q12154	>sp|A6ZXM9|GET3_YEAS7 ATPase GET3 OS=Saccharomyces cerevisiae (strain YJM789) GN=GET3 PE=3 SV=1;>sp|B3LGZ3|GET3_YEAS1 ATPase GET3 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=GET3 PE=3 SV=1;>sp|Q12154|GET3_YEAST ATPase GET3 OS=Saccharomyces cerevisiae (	2	2	2	5.4	5.4	5.4	39.353	1.10E+07	1.20E+07	1.07E+07	1.29E+07	1.15E+07	1.21E+07
50Vs5	yeast	P12695	>sp|P12695|ODP2_YEAST Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAT1 PE=1 SV=1	4	4	4	8.3	8.3	8.3	51.817	3.05E+07	3.10E+07	3.00E+07	3.45E+07	3.50E+07	3.38E+07
50Vs0.5	yeast	P45978	>sp|P45978|SCD6_YEAST Protein SCD6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCD6 PE=1 SV=1	1	1	1	3.2	3.2	3.2	39.189	5.60E+06	6.01E+06	5.29E+06		5.82E+06	6.04E+06
50Vs5	yeast	P38116	>sp|P38116|ARL1_YEAST ADP-ribosylation factor-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARL1 PE=1 SV=4	2	2	2	13.7	13.7	13.7	20.434	3.64E+06	3.64E+06	3.88E+06		4.13E+06	4.24E+06
25Vs12.5	yeast	P0CX82;P0CX83	>sp|P0CX82|RL19A_YEAST 60S ribosomal protein L19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL19A PE=1 SV=1;>sp|P0CX83|RL19B_YEAST 60S ribosomal protein L19-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL19B PE=1 SV=1	6	6	6	29.1	29.1	29.1	21.704	1.84E+08	1.96E+08	1.92E+08	2.05E+08	1.88E+08	1.94E+08
50Vs5	yeast	Q03104	>sp|Q03104|MSC1_YEAST Meiotic sister chromatid recombination protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSC1 PE=1 SV=1	4	4	4	10.3	10.3	10.3	59.588	1.04E+07	6.94E+06	8.19E+06	9.19E+06	8.25E+06	1.12E+07
50Vs0.5	yeast	Q12091;P47104	>sp|Q12091|DAP1_YEAST Damage response protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAP1 PE=1 SV=1;>sp|P47104|RAV1_YEAST Regulator of V-ATPase in vacuolar membrane protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) G	2	2	2	16.4	16.4	16.4	16.757	1.23E+07	1.31E+07	1.11E+07	1.34E+07	1.01E+07	1.25E+07
50Vs0.5	yeast	P00724;P10594;P10596	>sp|P00724|INV2_YEAST Invertase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUC2 PE=1 SV=1;>sp|P10594|INV1_YEASX Invertase 1 OS=Saccharomyces cerevisiae GN=SUC1 PE=1 SV=1;>sp|P10596|INV4_YEASX Invertase 4 OS=Saccharomyces cerevisiae GN=SU	1	1	1	1.9	1.9	1.9	60.639	6.60E+06	5.42E+06	6.02E+06		7.71E+06	5.51E+06
25Vs12.5	yeast	P26570;P33329	>sp|P26570|PPZ1_YEAST Serine/threonine-protein phosphatase PP-Z1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPZ1 PE=1 SV=5;>sp|P33329|PPZ2_YEAST Serine/threonine-protein phosphatase PP-Z2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S	5	3	3	7.9	6.4	6.4	77.49	2.75E+07	2.76E+07	3.24E+07	2.86E+07	2.95E+07	3.02E+07
50Vs5	yeast	P02407;P14127	>sp|P02407|RS17A_YEAST 40S ribosomal protein S17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS17A PE=1 SV=1;>sp|P14127|RS17B_YEAST 40S ribosomal protein S17-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS17B PE=1 SV=1	7	7	7	42.6	42.6	42.6	15.788	2.30E+08	2.40E+08	2.02E+08	2.31E+08	2.44E+08	2.51E+08
50Vs5	yeast	P11484	>sp|P11484|HSP75_YEAST Heat shock protein SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSB1 PE=1 SV=3	31	31	2	60.5	60.5	5.5	66.601	2.07E+08	2.03E+08	1.87E+08	2.16E+08	2.27E+08	2.29E+08
50Vs0.5	yeast	P54113	>sp|P54113|PUR91_YEAST Bifunctional purine biosynthesis protein ADE16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE16 PE=1 SV=1	12	12	12	26.1	26.1	26.1	65.282	6.32E+07	5.97E+07	5.63E+07	5.51E+07	5.87E+07	6.21E+07
50Vs5	yeast	P35691	>sp|P35691|TCTP_YEAST Translationally-controlled tumor protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA19 PE=1 SV=1	8	8	8	38.9	38.9	38.9	18.741	4.44E+08	4.46E+08	4.57E+08	4.81E+08	4.85E+08	4.93E+08
50Vs0.5	yeast	P40472;P53616	>sp|P40472|SIM1_YEAST Protein SIM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIM1 PE=1 SV=2;>sp|P53616|SUN4_YEAST Septation protein SUN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUN4 PE=1 SV=1	2	2	2	4.6	4.6	4.6	48.189	8.65E+06	8.95E+06	8.30E+06	8.72E+06	9.17E+06	9.00E+06
50Vs5	yeast	P0CX53;P0CX54	>sp|P0CX53|RL12A_YEAST 60S ribosomal protein L12-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL12A PE=1 SV=1;>sp|P0CX54|RL12B_YEAST 60S ribosomal protein L12-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL12B PE=1 SV=1	8	8	8	61.2	61.2	61.2	17.822	2.37E+08	2.56E+08	2.49E+08	2.60E+08	2.93E+08	2.83E+08
50Vs5	yeast	P38137	>sp|P38137|FAT2_YEAST Peroxisomal-coenzyme A synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PCS60 PE=1 SV=1	7	7	7	14.2	14.2	14.2	60.488	5.17E+07	4.90E+07	4.91E+07	5.41E+07	5.50E+07	5.98E+07
50Vs0.5	yeast	P53081	>sp|P53081|NIF3_YEAST NGG1-interacting factor 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NIF3 PE=1 SV=1	1	1	1	4.5	4.5	4.5	31.888	3.72E+06	4.68E+06	4.58E+06		4.18E+06	4.45E+06
50Vs0.5	yeast	P37292	>sp|P37292|GLYM_YEAST Serine hydroxymethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHM1 PE=1 SV=2	9	8	8	22	20.6	20.6	53.686	7.43E+07	7.26E+07	7.68E+07	7.85E+07	7.50E+07	7.87E+07
50Vs5	yeast	Q2V2P9	>sp|Q2V2P9|YD19A_YEAST Uncharacterized protein YDR119W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR119W-A PE=2 SV=1	1	1	1	16.7	16.7	16.7	7.4516	2.84E+06	3.56E+06	3.41E+06	2.74E+06	4.08E+06	3.92E+06
25Vs12.5	yeast	P37302	>sp|P37302|APE3_YEAST Aminopeptidase Y OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APE3 PE=1 SV=1	4	4	4	9.9	9.9	9.9	60.137	4.31E+07	4.90E+07	4.80E+07	4.83E+07	4.76E+07	4.56E+07
25Vs12.5	yeast	P46672	>sp|P46672|G4P1_YEAST GU4 nucleic-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARC1 PE=1 SV=2	9	9	9	35.4	35.4	35.4	42.083	1.36E+08	1.40E+08	1.35E+08	1.38E+08	1.41E+08	1.42E+08
50Vs5	yeast	P14843	>sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO3 PE=1 SV=1	7	7	7	28.4	28.4	28.4	41.069	5.36E+07	5.02E+07	5.52E+07	5.74E+07	5.87E+07	6.30E+07
50Vs0.5	yeast	P22768	>sp|P22768|ASSY_YEAST Argininosuccinate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARG1 PE=1 SV=3	9	9	9	27.4	27.4	27.4	46.927	5.95E+07	6.43E+07	5.88E+07	6.23E+07	6.28E+07	6.43E+07
50Vs0.5	yeast	P22203	>sp|P22203|VATE_YEAST V-type proton ATPase subunit E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA4 PE=1 SV=4	6	6	6	39.5	39.5	39.5	26.471	8.53E+07	7.44E+07	8.33E+07	8.42E+07	8.47E+07	8.27E+07
50Vs5	yeast	P05030;P19657	>sp|P05030|PMA1_YEAST Plasma membrane ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMA1 PE=1 SV=2;>sp|P19657|PMA2_YEAST Plasma membrane ATPase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMA2 PE=1 SV=3	14	14	14	17.5	17.5	17.5	99.618	1.83E+08	1.79E+08	1.90E+08	1.88E+08	2.11E+08	2.25E+08
25Vs12.5	yeast	P36008	>sp|P36008|EF1G2_YEAST Elongation factor 1-gamma 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TEF4 PE=1 SV=1	16	16	14	39.3	39.3	36.9	46.52	3.64E+08	3.70E+08	3.65E+08	3.80E+08	3.73E+08	3.73E+08
50Vs0.5	yeast	P35723	>sp|P35723|YET1_YEAST Endoplasmic reticulum transmembrane protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YET1 PE=1 SV=2	3	3	3	23.8	23.8	23.8	23.459	1.59E+07	1.50E+07	1.63E+07	1.65E+07	1.58E+07	1.66E+07
25Vs12.5	yeast	P54838	>sp|P54838|DAK1_YEAST Dihydroxyacetone kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAK1 PE=1 SV=1	6	6	6	16.3	16.3	16.3	62.206	4.65E+07	5.20E+07	4.71E+07	5.09E+07	5.09E+07	4.72E+07
50Vs0.5	yeast	Q06146	>sp|Q06146|YL257_YEAST Uncharacterized protein YLR257W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR257W PE=1 SV=1	2	2	2	12.8	12.8	12.8	35.998	5.95E+06	4.75E+06	4.86E+06	6.00E+06	5.73E+06	4.45E+06
50Vs0.5	yeast	P38910	>sp|P38910|CH10_YEAST 10 kDa heat shock protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP10 PE=1 SV=1	4	4	4	53.8	53.8	53.8	11.372	9.47E+07	8.74E+07	8.80E+07	8.32E+07	9.03E+07	9.26E+07
50Vs5	yeast	P0CX25;P0CX26	>sp|P0CX25|RL43A_YEAST 60S ribosomal protein L43-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL43A PE=1 SV=1;>sp|P0CX26|RL43B_YEAST 60S ribosomal protein L43-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL43B PE=1 SV=1	5	5	5	51.1	51.1	51.1	10.091	3.79E+07	4.19E+07	4.22E+07	4.47E+07	4.25E+07	4.51E+07
50Vs0.5	yeast	P38250	>sp|P38250|IST2_YEAST Increased sodium tolerance protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IST2 PE=1 SV=2	1	1	1	1.6	1.6	1.6	105.85	2.14E+06	2.54E+06	2.18E+06		1.60E+06	1.71E+06
50Vs5	yeast	P10664;P49626	>sp|P10664|RL4A_YEAST 60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL4A PE=1 SV=4;>sp|P49626|RL4B_YEAST 60S ribosomal protein L4-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL4B PE=1 SV=2	14	14	14	63.3	63.3	63.3	39.092	7.51E+08	7.75E+08	7.40E+08	7.99E+08	8.28E+08	8.33E+08
50Vs0.5	yeast	A6ZXM9;B3LGZ3;Q12154	>sp|A6ZXM9|GET3_YEAS7 ATPase GET3 OS=Saccharomyces cerevisiae (strain YJM789) GN=GET3 PE=3 SV=1;>sp|B3LGZ3|GET3_YEAS1 ATPase GET3 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=GET3 PE=3 SV=1;>sp|Q12154|GET3_YEAST ATPase GET3 OS=Saccharomyces cerevisiae (	2	2	2	5.4	5.4	5.4	39.353	1.26E+07	1.24E+07	1.25E+07	1.38E+07	1.24E+07	1.27E+07
25Vs12.5	yeast	P0CX37;P0CX38	>sp|P0CX37|RS6A_YEAST 40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS6A PE=1 SV=1;>sp|P0CX38|RS6B_YEAST 40S ribosomal protein S6-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS6B PE=1 SV=1	7	7	7	32.6	32.6	32.6	26.996	2.24E+08	2.45E+08	2.37E+08	2.48E+08	2.57E+08	2.12E+08
50Vs5	yeast	P46655	>sp|P46655|SYEC_YEAST Glutamate--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUS1 PE=1 SV=3	19	19	19	30.8	30.8	30.8	80.842	1.98E+08	2.10E+08	1.98E+08	2.12E+08	2.33E+08	2.37E+08
50Vs5	yeast	Q06142	>sp|Q06142|IMB1_YEAST Importin subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP95 PE=1 SV=1	1	1	1	2.4	2.4	2.4	94.775	5.37E+06	5.56E+06	6.02E+06	6.13E+06	6.72E+06	6.21E+06
25Vs12.5	yeast	P38071	>sp|P38071|ETR1_YEAST Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ETR1 PE=1 SV=3	2	2	2	7.4	7.4	7.4	42.066	6.43E+06	5.96E+06	5.47E+06	5.53E+06	6.30E+06	6.23E+06
50Vs0.5	yeast	P38295	>sp|P38295|MCFS2_YEAST Medium-chain fatty acid ethyl ester synthase/esterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EHT1 PE=1 SV=1	3	3	3	10.2	10.2	10.2	51.255	9.36E+06	7.43E+06	6.19E+06		8.62E+06	1.16E+07
25Vs12.5	yeast	P49723	>sp|P49723|RIR4_YEAST Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNR4 PE=1 SV=1	15	15	15	49.3	49.3	49.3	40.054	2.45E+08	2.46E+08	2.42E+08	2.47E+08	2.52E+08	2.52E+08
25Vs12.5	yeast	Q06142	>sp|Q06142|IMB1_YEAST Importin subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP95 PE=1 SV=1	2	2	2	4.2	4.2	4.2	94.775	9.58E+06	8.22E+06	8.08E+06	8.05E+06	8.00E+06	1.02E+07
50Vs5	yeast	P25443	>sp|P25443|RS2_YEAST 40S ribosomal protein S2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS2 PE=1 SV=3	7	7	7	46.9	46.9	46.9	27.449	2.59E+08	2.86E+08	2.68E+08	3.03E+08	2.99E+08	2.81E+08
50Vs0.5	yeast	P0CX53;P0CX54	>sp|P0CX53|RL12A_YEAST 60S ribosomal protein L12-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL12A PE=1 SV=1;>sp|P0CX54|RL12B_YEAST 60S ribosomal protein L12-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL12B PE=1 SV=1	9	9	9	64.8	64.8	64.8	17.822	3.22E+08	3.41E+08	3.33E+08	3.23E+08	3.62E+08	3.47E+08
